sub_id_6,sub_id_5,sub_id_2,sub_id_3,day,clicks,lp_clicks,lp_ctr,cr,cpc,cost,campaign_unique_clicks,conversions,roi_confirmed,revenue,profit,geo,country,revenue_to_cost_ratio,conversion_rate,profit_margin,cluster,recommendation,reason,suggestion,budget_change_pct,priority,cpc_rate
06-08-2025 - US - CeraVe - Videos,Adset 1,120227952943070068,120227952943240068,2025-08-07,11,10,90.91,0.0,0.1455,1.6,10,0,-100.0,0.0,-1.6,US,United States,0.0,0.0,-0.9999993750003907,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - CeraVe - Videos,Adset 2,120227953086980068,120227952943240068,2025-08-07,15,9,60.0,0.0,0.2147,3.22,15,0,-100.0,0.0,-3.22,US,United States,0.0,0.0,-0.9999996894410902,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - CeraVe - Videos,Adset 3,120227953086900068,120227952943240068,2025-08-07,11,8,72.73,0.0,0.2027,2.23,11,0,-100.0,0.0,-2.23,US,United States,0.0,0.0,-0.9999995515697078,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - CeraVe - Videos,Adset 4,120227953086800068,120227952943240068,2025-08-07,20,15,75.0,0.0,0.164,3.28,18,0,-100.0,0.0,-3.28,US,United States,0.0,0.0,-0.9999996951220441,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - CeraVe - Videos,Adset 5,120227953086970068,120227952943240068,2025-08-07,31,16,51.61,0.0,0.1519,4.71,27,0,-100.0,0.0,-4.71,US,United States,0.0,0.0,-0.99999978768582,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - Dove,Adset 1,120227949643850358,120227949643840358,2025-08-07,13,9,69.23,0.0,0.2115,2.75,12,0,-100.0,0.0,-2.75,US,United States,0.0,0.0,-0.9999996363637685,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - Dove,Adset 5,120227949975350358,120227949643840358,2025-08-07,15,10,66.67,0.0,0.256,3.84,15,0,-100.0,0.0,-3.84,US,United States,0.0,0.0,-0.9999997395834012,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - Dove - Overlay,Adset 1,120227950091350358,120227950091210358,2025-08-07,11,7,63.64,0.0,0.2245,2.47,11,0,-100.0,0.0,-2.47,US,United States,0.0,0.0,-0.9999995951418642,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - Dove - Overlay,Adset 5,120227950432380358,120227950091210358,2025-08-07,15,6,40.0,0.0,0.2893,4.34,15,0,-100.0,0.0,-4.34,US,United States,0.0,0.0,-0.9999997695853066,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,STANDARD
06-08-2025 - US - Kroger,Adset 1,120231427891800153,120231427891790153,2025-08-07,9,6,66.67,0.0,0.32,2.88,7,0,-100.0,0.0,-2.88,US,United States,0.0,0.0,-0.9999996527778983,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,HIGH
30-07-2025 - SE - Milwaukee - Creative 3,Adset #1,120230908713730153,120230908712540153,2025-08-07,6,5,83.33,0.0,0.395,2.37,6,0,-100.0,0.0,-2.37,SE,Sweden,0.0,0.0,-0.9999995780592497,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,HIGH
30-07-2025 - SE - Milwaukee - Creative 5,Adset #1,120230909029540153,120230909028590153,2025-08-07,6,5,83.33,0.0,0.4717,2.83,6,0,-100.0,0.0,-2.83,SE,Sweden,0.0,0.0,-0.9999996466432344,-1,KEEP_RUNNING,Insufficient spend (<$5),Wait for more data before making changes,0,6,HIGH
